fiscal_year,fiscal_month,calendar_month,calendar_year,period,dept_id,category_id,obligated_amount
2025,4,1,2025,2025-01,DEPT-03,CONTR,588.0
2025,5,2,2025,2025-02,DEPT-03,CONTR,615.2
2025,6,3,2025,2025-03,DEPT-03,CONTR,697.8
2025,7,4,2025,2025-04,DEPT-03,CONTR,757.3
2025,8,5,2025,2025-05,DEPT-03,CONTR,771.8
2025,9,6,2025,2025-06,DEPT-03,CONTR,899.4
2025,10,7,2025,2025-07,DEPT-03,CONTR,915.5
2025,11,8,2025,2025-08,DEPT-03,CONTR,1121.3
2025,12,9,2025,2025-09,DEPT-03,CONTR,1340.5
2026,1,10,2025,2025-10,DEPT-03,PERS,4636.8
2026,2,11,2025,2025-11,DEPT-03,PERS,5586.4
2026,3,12,2025,2025-12,DEPT-03,PERS,6158.6
2026,4,1,2026,2026-01,DEPT-03,PERS,7816.9
2026,5,2,2026,2026-02,DEPT-03,PERS,7952.6
2026,6,3,2026,2026-03,DEPT-03,PERS,7073.7
2026,7,4,2026,2026-04,DEPT-03,PERS,8878.6
2026,8,5,2026,2026-05,DEPT-03,PERS,9113.8
2026,1,10,2025,2025-10,DEPT-03,OPS,1453.4
2026,2,11,2025,2025-11,DEPT-03,OPS,1362.6
2026,3,12,2025,2025-12,DEPT-03,OPS,1649.4
2026,4,1,2026,2026-01,DEPT-03,OPS,2186.0
2026,5,2,2026,2026-02,DEPT-03,OPS,2384.7
2026,6,3,2026,2026-03,DEPT-03,OPS,2157.8
2026,7,4,2026,2026-04,DEPT-03,OPS,2314.7
2026,8,5,2026,2026-05,DEPT-03,OPS,2708.7
2026,1,10,2025,2025-10,DEPT-03,CAP,555.0
2026,2,11,2025,2025-11,DEPT-03,CAP,709.4
2026,3,12,2025,2025-12,DEPT-03,CAP,962.9
2026,4,1,2026,2026-01,DEPT-03,CAP,1192.4
2026,5,2,2026,2026-02,DEPT-03,CAP,1097.0
2026,6,3,2026,2026-03,DEPT-03,CAP,1222.2
2026,7,4,2026,2026-04,DEPT-03,CAP,1405.0
2026,8,5,2026,2026-05,DEPT-03,CAP,1593.8
2026,1,10,2025,2025-10,DEPT-03,GRANTS,627.2
2026,2,11,2025,2025-11,DEPT-03,GRANTS,802.6
2026,3,12,2025,2025-12,DEPT-03,GRANTS,1088.2
2026,4,1,2026,2026-01,DEPT-03,GRANTS,898.3
2026,5,2,2026,2026-02,DEPT-03,GRANTS,1186.0
2026,6,3,2026,2026-03,DEPT-03,GRANTS,1073.7
2026,7,4,2026,2026-04,DEPT-03,GRANTS,1252.2
2026,8,5,2026,2026-05,DEPT-03,GRANTS,1289.6
2026,1,10,2025,2025-10,DEPT-03,CONTR,428.6
2026,2,11,2025,2025-11,DEPT-03,CONTR,522.7
2026,3,12,2025,2025-12,DEPT-03,CONTR,685.3
2026,4,1,2026,2026-01,DEPT-03,CONTR,779.6
2026,5,2,2026,2026-02,DEPT-03,CONTR,765.6
2026,6,3,2026,2026-03,DEPT-03,CONTR,829.8
2026,7,4,2026,2026-04,DEPT-03,CONTR,916.8
2026,8,5,2026,2026-05,DEPT-03,CONTR,856.2
2019,1,10,2018,2018-10,DEPT-04,PERS,5044.2
2019,2,11,2018,2018-11,DEPT-04,PERS,6202.2
2019,3,12,2018,2018-12,DEPT-04,PERS,8311.8
2019,4,1,2019,2019-01,DEPT-04,PERS,7185.2
2019,5,2,2019,2019-02,DEPT-04,PERS,7646.4
2019,6,3,2019,2019-03,DEPT-04,PERS,8987.2
2019,7,4,2019,2019-04,DEPT-04,PERS,9585.0
2019,8,5,2019,2019-05,DEPT-04,PERS,9117.0
2019,9,6,2019,2019-06,DEPT-04,PERS,9729.6
2019,10,7,2019,2019-07,DEPT-04,PERS,11593.2
2019,11,8,2019,2019-08,DEPT-04,PERS,11364.7
2019,12,9,2019,2019-09,DEPT-04,PERS,14841.3
2019,1,10,2018,2018-10,DEPT-04,OPS,1798.7
2019,2,11,2018,2018-11,DEPT-04,OPS,2356.7
2019,3,12,2018,2018-12,DEPT-04,OPS,2454.9
2019,4,1,2019,2019-01,DEPT-04,OPS,2368.6
2019,5,2,2019,2019-02,DEPT-04,OPS,2520.2
2019,6,3,2019,2019-03,DEPT-04,OPS,2855.1
2019,7,4,2019,2019-04,DEPT-04,OPS,3019.0
2019,8,5,2019,2019-05,DEPT-04,OPS,3527.7
2019,9,6,2019,2019-06,DEPT-04,OPS,3411.7
2019,10,7,2019,2019-07,DEPT-04,OPS,3932.9
2019,11,8,2019,2019-08,DEPT-04,OPS,4281.4
2019,12,9,2019,2019-09,DEPT-04,OPS,5551.9
2019,1,10,2018,2018-10,DEPT-04,CAP,1287.9
2019,2,11,2018,2018-11,DEPT-04,CAP,1498.9
2019,3,12,2018,2018-12,DEPT-04,CAP,1684.5
2019,4,1,2019,2019-01,DEPT-04,CAP,1744.9
2019,5,2,2019,2019-02,DEPT-04,CAP,1873.9
2019,6,3,2019,2019-03,DEPT-04,CAP,2124.9
2019,7,4,2019,2019-04,DEPT-04,CAP,2302.8
2019,8,5,2019,2019-05,DEPT-04,CAP,2160.3
2019,9,6,2019,2019-06,DEPT-04,CAP,2466.0
2019,10,7,2019,2019-07,DEPT-04,CAP,2275.9
2019,11,8,2019,2019-08,DEPT-04,CAP,3026.9
2019,12,9,2019,2019-09,DEPT-04,CAP,3981.7
2019,1,10,2018,2018-10,DEPT-04,GRANTS,562.1
2019,2,11,2018,2018-11,DEPT-04,GRANTS,804.8
2019,3,12,2018,2018-12,DEPT-04,GRANTS,771.9
2019,4,1,2019,2019-01,DEPT-04,GRANTS,909.9
2019,5,2,2019,2019-02,DEPT-04,GRANTS,955.5
2019,6,3,2019,2019-03,DEPT-04,GRANTS,1013.9
2019,7,4,2019,2019-04,DEPT-04,GRANTS,1076.1
2019,8,5,2019,2019-05,DEPT-04,GRANTS,1159.8
2019,9,6,2019,2019-06,DEPT-04,GRANTS,1296.1
2019,10,7,2019,2019-07,DEPT-04,GRANTS,1489.4
2019,11,8,2019,2019-08,DEPT-04,GRANTS,1469.1
2019,12,9,2019,2019-09,DEPT-04,GRANTS,1973.5
2019,1,10,2018,2018-10,DEPT-04,CONTR,432.3
2019,2,11,2018,2018-11,DEPT-04,CONTR,594.2
2019,3,12,2018,2018-12,DEPT-04,CONTR,621.3
2019,4,1,2019,2019-01,DEPT-04,CONTR,774.7
2019,5,2,2019,2019-02,DEPT-04,CONTR,898.4
2019,6,3,2019,2019-03,DEPT-04,CONTR,806.4
2019,7,4,2019,2019-04,DEPT-04,CONTR,713.5
2019,8,5,2019,2019-05,DEPT-04,CONTR,875.9
2019,9,6,2019,2019-06,DEPT-04,CONTR,1062.3
2019,10,7,2019,2019-07,DEPT-04,CONTR,1116.1
2019,11,8,2019,2019-08,DEPT-04,CONTR,1193.9
2019,12,9,2019,2019-09,DEPT-04,CONTR,1595.1
2020,1,10,2019,2019-10,DEPT-04,PERS,4583.2
2020,2,11,2019,2019-11,DEPT-04,PERS,5918.1
2020,3,12,2019,2019-12,DEPT-04,PERS,6842.0
2020,4,1,2020,2020-01,DEPT-04,PERS,7699.0
2020,5,2,2020,2020-02,DEPT-04,PERS,7564.8
2020,6,3,2020,2020-03,DEPT-04,PERS,8412.1
2020,7,4,2020,2020-04,DEPT-04,PERS,8129.5
2020,8,5,2020,2020-05,DEPT-04,PERS,8399.9
2020,9,6,2020,2020-06,DEPT-04,PERS,10586.6
2020,10,7,2020,2020-07,DEPT-04,PERS,10473.3
2020,11,8,2020,2020-08,DEPT-04,PERS,12001.8
2020,12,9,2020,2020-09,DEPT-04,PERS,14358.0
2020,1,10,2019,2019-10,DEPT-04,OPS,1783.4
2020,2,11,2019,2019-11,DEPT-04,OPS,2289.0
2020,3,12,2019,2019-12,DEPT-04,OPS,3013.3
2020,4,1,2020,2020-01,DEPT-04,OPS,3040.0
2020,5,2,2020,2020-02,DEPT-04,OPS,2691.6
2020,6,3,2020,2020-03,DEPT-04,OPS,3269.2
2020,7,4,2020,2020-04,DEPT-04,OPS,4038.3
2020,8,5,2020,2020-05,DEPT-04,OPS,3678.3
2020,9,6,2020,2020-06,DEPT-04,OPS,3381.2
2020,10,7,2020,2020-07,DEPT-04,OPS,5027.2
2020,11,8,2020,2020-08,DEPT-04,OPS,5042.9
2020,12,9,2020,2020-09,DEPT-04,OPS,5995.5
2020,1,10,2019,2019-10,DEPT-04,CAP,1059.2
2020,2,11,2019,2019-11,DEPT-04,CAP,1449.8
2020,3,12,2019,2019-12,DEPT-04,CAP,1508.5
2020,4,1,2020,2020-01,DEPT-04,CAP,1854.1
2020,5,2,2020,2020-02,DEPT-04,CAP,1898.4
2020,6,3,2020,2020-03,DEPT-04,CAP,1978.7
2020,7,4,2020,2020-04,DEPT-04,CAP,2086.0
2020,8,5,2020,2020-05,DEPT-04,CAP,2152.8
2020,9,6,2020,2020-06,DEPT-04,CAP,2497.4
2020,10,7,2020,2020-07,DEPT-04,CAP,2370.9
2020,11,8,2020,2020-08,DEPT-04,CAP,2427.8
2020,12,9,2020,2020-09,DEPT-04,CAP,3690.5
2020,1,10,2019,2019-10,DEPT-04,GRANTS,720.0
2020,2,11,2019,2019-11,DEPT-04,GRANTS,869.9
2020,3,12,2019,2019-12,DEPT-04,GRANTS,1022.3
2020,4,1,2020,2020-01,DEPT-04,GRANTS,1038.8
2020,5,2,2020,2020-02,DEPT-04,GRANTS,1214.3
2020,6,3,2020,2020-03,DEPT-04,GRANTS,1214.0
2020,7,4,2020,2020-04,DEPT-04,GRANTS,1244.2
2020,8,5,2020,2020-05,DEPT-04,GRANTS,1336.6
2020,9,6,2020,2020-06,DEPT-04,GRANTS,1680.8
2020,10,7,2020,2020-07,DEPT-04,GRANTS,1377.3
2020,11,8,2020,2020-08,DEPT-04,GRANTS,1821.6
2020,12,9,2020,2020-09,DEPT-04,GRANTS,1911.8
2020,1,10,2019,2019-10,DEPT-04,CONTR,462.9
2020,2,11,2019,2019-11,DEPT-04,CONTR,550.9
2020,3,12,2019,2019-12,DEPT-04,CONTR,561.9
2020,4,1,2020,2020-01,DEPT-04,CONTR,748.9
2020,5,2,2020,2020-02,DEPT-04,CONTR,754.5
2020,6,3,2020,2020-03,DEPT-04,CONTR,690.6
2020,7,4,2020,2020-04,DEPT-04,CONTR,941.1
2020,8,5,2020,2020-05,DEPT-04,CONTR,1041.0
2020,9,6,2020,2020-06,DEPT-04,CONTR,1103.2
2020,10,7,2020,2020-07,DEPT-04,CONTR,1120.7
2020,11,8,2020,2020-08,DEPT-04,CONTR,1197.6
2020,12,9,2020,2020-09,DEPT-04,CONTR,1664.3
2021,1,10,2020,2020-10,DEPT-04,PERS,6023.4
2021,2,11,2020,2020-11,DEPT-04,PERS,7077.1
2021,3,12,2020,2020-12,DEPT-04,PERS,7090.8
2021,4,1,2021,2021-01,DEPT-04,PERS,8391.3
2021,5,2,2021,2021-02,DEPT-04,PERS,9159.3
2021,6,3,2021,2021-03,DEPT-04,PERS,8071.7
2021,7,4,2021,2021-04,DEPT-04,PERS,10404.4
2021,8,5,2021,2021-05,DEPT-04,PERS,12548.5
2021,9,6,2021,2021-06,DEPT-04,PERS,11781.4
2021,10,7,2021,2021-07,DEPT-04,PERS,13847.5
2021,11,8,2021,2021-08,DEPT-04,PERS,13765.7
2021,12,9,2021,2021-09,DEPT-04,PERS,17006.2
2021,1,10,2020,2020-10,DEPT-04,OPS,1845.5
2021,2,11,2020,2020-11,DEPT-04,OPS,2046.0
2021,3,12,2020,2020-12,DEPT-04,OPS,2387.4
2021,4,1,2021,2021-01,DEPT-04,OPS,3068.1
2021,5,2,2021,2021-02,DEPT-04,OPS,3312.5
2021,6,3,2021,2021-03,DEPT-04,OPS,2931.4
2021,7,4,2021,2021-04,DEPT-04,OPS,3644.8
2021,8,5,2021,2021-05,DEPT-04,OPS,3556.9
2021,9,6,2021,2021-06,DEPT-04,OPS,3883.6
2021,10,7,2021,2021-07,DEPT-04,OPS,4332.6
2021,11,8,2021,2021-08,DEPT-04,OPS,4940.8
2021,12,9,2021,2021-09,DEPT-04,OPS,5808.8
2021,1,10,2020,2020-10,DEPT-04,CAP,1313.6
2021,2,11,2020,2020-11,DEPT-04,CAP,1478.4
2021,3,12,2020,2020-12,DEPT-04,CAP,1790.2
2021,4,1,2021,2021-01,DEPT-04,CAP,1713.8
2021,5,2,2021,2021-02,DEPT-04,CAP,2307.1
2021,6,3,2021,2021-03,DEPT-04,CAP,2177.4
2021,7,4,2021,2021-04,DEPT-04,CAP,2356.8
2021,8,5,2021,2021-05,DEPT-04,CAP,2057.1
2021,9,6,2021,2021-06,DEPT-04,CAP,2328.0
2021,10,7,2021,2021-07,DEPT-04,CAP,3027.0
2021,11,8,2021,2021-08,DEPT-04,CAP,3085.8
2021,12,9,2021,2021-09,DEPT-04,CAP,3221.2
2021,1,10,2020,2020-10,DEPT-04,GRANTS,726.6
2021,2,11,2020,2020-11,DEPT-04,GRANTS,784.3
2021,3,12,2020,2020-12,DEPT-04,GRANTS,1078.5
2021,4,1,2021,2021-01,DEPT-04,GRANTS,1036.3
2021,5,2,2021,2021-02,DEPT-04,GRANTS,1136.5
2021,6,3,2021,2021-03,DEPT-04,GRANTS,1305.2
2021,7,4,2021,2021-04,DEPT-04,GRANTS,1176.2
2021,8,5,2021,2021-05,DEPT-04,GRANTS,1235.2
2021,9,6,2021,2021-06,DEPT-04,GRANTS,1394.1
2021,10,7,2021,2021-07,DEPT-04,GRANTS,1669.0
2021,11,8,2021,2021-08,DEPT-04,GRANTS,1531.9
2021,12,9,2021,2021-09,DEPT-04,GRANTS,1873.3
2021,1,10,2020,2020-10,DEPT-04,CONTR,548.1
2021,2,11,2020,2020-11,DEPT-04,CONTR,598.2
2021,3,12,2020,2020-12,DEPT-04,CONTR,719.5
2021,4,1,2021,2021-01,DEPT-04,CONTR,681.1
2021,5,2,2021,2021-02,DEPT-04,CONTR,810.5
2021,6,3,2021,2021-03,DEPT-04,CONTR,913.6
2021,7,4,2021,2021-04,DEPT-04,CONTR,1043.6
2021,8,5,2021,2021-05,DEPT-04,CONTR,965.0
2021,9,6,2021,2021-06,DEPT-04,CONTR,1229.6
2021,10,7,2021,2021-07,DEPT-04,CONTR,1134.2
2021,11,8,2021,2021-08,DEPT-04,CONTR,1242.4
2021,12,9,2021,2021-09,DEPT-04,CONTR,1860.8
2022,1,10,2021,2021-10,DEPT-04,PERS,5722.4
2022,2,11,2021,2021-11,DEPT-04,PERS,6574.0
2022,3,12,2021,2021-12,DEPT-04,PERS,8027.3
2022,4,1,2022,2022-01,DEPT-04,PERS,9701.0
2022,5,2,2022,2022-02,DEPT-04,PERS,10478.8
2022,6,3,2022,2022-03,DEPT-04,PERS,9350.3
2022,7,4,2022,2022-04,DEPT-04,PERS,10593.1
2022,8,5,2022,2022-05,DEPT-04,PERS,11335.6
2022,9,6,2022,2022-06,DEPT-04,PERS,10942.4
2022,10,7,2022,2022-07,DEPT-04,PERS,13071.7
2022,11,8,2022,2022-08,DEPT-04,PERS,14386.8
2022,12,9,2022,2022-09,DEPT-04,PERS,19786.1
2022,1,10,2021,2021-10,DEPT-04,OPS,2150.7
2022,2,11,2021,2021-11,DEPT-04,OPS,2333.9
2022,3,12,2021,2021-12,DEPT-04,OPS,2784.4
2022,4,1,2022,2022-01,DEPT-04,OPS,3212.9
2022,5,2,2022,2022-02,DEPT-04,OPS,3115.7
2022,6,3,2022,2022-03,DEPT-04,OPS,3650.8
2022,7,4,2022,2022-04,DEPT-04,OPS,3678.5
2022,8,5,2022,2022-05,DEPT-04,OPS,3618.3
2022,9,6,2022,2022-06,DEPT-04,OPS,3823.5
2022,10,7,2022,2022-07,DEPT-04,OPS,5106.0
2022,11,8,2022,2022-08,DEPT-04,OPS,4949.3
2022,12,9,2022,2022-09,DEPT-04,OPS,7148.8
2022,1,10,2021,2021-10,DEPT-04,CAP,1274.6
2022,2,11,2021,2021-11,DEPT-04,CAP,1662.4
2022,3,12,2021,2021-12,DEPT-04,CAP,2287.4
2022,4,1,2022,2022-01,DEPT-04,CAP,1892.7
2022,5,2,2022,2022-02,DEPT-04,CAP,1879.0
2022,6,3,2022,2022-03,DEPT-04,CAP,2606.2
2022,7,4,2022,2022-04,DEPT-04,CAP,2344.6
2022,8,5,2022,2022-05,DEPT-04,CAP,2653.9
2022,9,6,2022,2022-06,DEPT-04,CAP,2674.5
2022,10,7,2022,2022-07,DEPT-04,CAP,3167.9
2022,11,8,2022,2022-08,DEPT-04,CAP,3138.5
2022,12,9,2022,2022-09,DEPT-04,CAP,4221.2
2022,1,10,2021,2021-10,DEPT-04,GRANTS,926.4
2022,2,11,2021,2021-11,DEPT-04,GRANTS,1004.8
2022,3,12,2021,2021-12,DEPT-04,GRANTS,1219.3
2022,4,1,2022,2022-01,DEPT-04,GRANTS,1352.4
2022,5,2,2022,2022-02,DEPT-04,GRANTS,1320.0
2022,6,3,2022,2022-03,DEPT-04,GRANTS,1536.0
2022,7,4,2022,2022-04,DEPT-04,GRANTS,1705.2
2022,8,5,2022,2022-05,DEPT-04,GRANTS,1731.3
2022,9,6,2022,2022-06,DEPT-04,GRANTS,1846.8
2022,10,7,2022,2022-07,DEPT-04,GRANTS,2083.2
2022,11,8,2022,2022-08,DEPT-04,GRANTS,2165.4
2022,12,9,2022,2022-09,DEPT-04,GRANTS,3040.7
2022,1,10,2021,2021-10,DEPT-04,CONTR,552.7
2022,2,11,2021,2021-11,DEPT-04,CONTR,583.4
2022,3,12,2021,2021-12,DEPT-04,CONTR,743.8
2022,4,1,2022,2022-01,DEPT-04,CONTR,756.3
2022,5,2,2022,2022-02,DEPT-04,CONTR,850.3
2022,6,3,2022,2022-03,DEPT-04,CONTR,991.6
2022,7,4,2022,2022-04,DEPT-04,CONTR,974.4
2022,8,5,2022,2022-05,DEPT-04,CONTR,850.8
2022,9,6,2022,2022-06,DEPT-04,CONTR,1084.5
2022,10,7,2022,2022-07,DEPT-04,CONTR,1270.7
2022,11,8,2022,2022-08,DEPT-04,CONTR,1244.3
2022,12,9,2022,2022-09,DEPT-04,CONTR,1724.5
2023,1,10,2022,2022-10,DEPT-04,PERS,5196.8
2023,2,11,2022,2022-11,DEPT-04,PERS,5923.8
2023,3,12,2022,2022-12,DEPT-04,PERS,8034.8
2023,4,1,2023,2023-01,DEPT-04,PERS,7353.9
2023,5,2,2023,2023-02,DEPT-04,PERS,8991.6
2023,6,3,2023,2023-03,DEPT-04,PERS,10785.2
2023,7,4,2023,2023-04,DEPT-04,PERS,8802.4
2023,8,5,2023,2023-05,DEPT-04,PERS,9874.8
2023,9,6,2023,2023-06,DEPT-04,PERS,10653.3
2023,10,7,2023,2023-07,DEPT-04,PERS,12769.3
2023,11,8,2023,2023-08,DEPT-04,PERS,13645.4
2023,12,9,2023,2023-09,DEPT-04,PERS,19707.5
2023,1,10,2022,2022-10,DEPT-04,OPS,2334.9
2023,2,11,2022,2022-11,DEPT-04,OPS,2756.4
2023,3,12,2022,2022-12,DEPT-04,OPS,3169.9
2023,4,1,2023,2023-01,DEPT-04,OPS,3480.6
2023,5,2,2023,2023-02,DEPT-04,OPS,3366.2
2023,6,3,2023,2023-03,DEPT-04,OPS,4121.0
2023,7,4,2023,2023-04,DEPT-04,OPS,3733.0
2023,8,5,2023,2023-05,DEPT-04,OPS,4628.6
2023,9,6,2023,2023-06,DEPT-04,OPS,5014.2
2023,10,7,2023,2023-07,DEPT-04,OPS,5147.1
2023,11,8,2023,2023-08,DEPT-04,OPS,5465.6
2023,12,9,2023,2023-09,DEPT-04,OPS,7213.8
2023,1,10,2022,2022-10,DEPT-04,CAP,883.3
2023,2,11,2022,2022-11,DEPT-04,CAP,1433.9
2023,3,12,2022,2022-12,DEPT-04,CAP,1639.6
2023,4,1,2023,2023-01,DEPT-04,CAP,1774.6
2023,5,2,2023,2023-02,DEPT-04,CAP,2017.0
2023,6,3,2023,2023-03,DEPT-04,CAP,2024.2
2023,7,4,2023,2023-04,DEPT-04,CAP,1966.3
2023,8,5,2023,2023-05,DEPT-04,CAP,2265.0
2023,9,6,2023,2023-06,DEPT-04,CAP,2431.3
2023,10,7,2023,2023-07,DEPT-04,CAP,2697.4
2023,11,8,2023,2023-08,DEPT-04,CAP,2965.2
2023,12,9,2023,2023-09,DEPT-04,CAP,3997.9
2023,1,10,2022,2022-10,DEPT-04,GRANTS,704.3
2023,2,11,2022,2022-11,DEPT-04,GRANTS,956.0
2023,3,12,2022,2022-12,DEPT-04,GRANTS,1229.1
2023,4,1,2023,2023-01,DEPT-04,GRANTS,1033.3
2023,5,2,2023,2023-02,DEPT-04,GRANTS,1304.0
2023,6,3,2023,2023-03,DEPT-04,GRANTS,1307.0
2023,7,4,2023,2023-04,DEPT-04,GRANTS,1413.7
2023,8,5,2023,2023-05,DEPT-04,GRANTS,1431.0
2023,9,6,2023,2023-06,DEPT-04,GRANTS,1606.2
2023,10,7,2023,2023-07,DEPT-04,GRANTS,2064.8
2023,11,8,2023,2023-08,DEPT-04,GRANTS,1771.7
2023,12,9,2023,2023-09,DEPT-04,GRANTS,2252.8
2023,1,10,2022,2022-10,DEPT-04,CONTR,424.3
2023,2,11,2022,2022-11,DEPT-04,CONTR,659.0
2023,3,12,2022,2022-12,DEPT-04,CONTR,658.9
2023,4,1,2023,2023-01,DEPT-04,CONTR,735.3
2023,5,2,2023,2023-02,DEPT-04,CONTR,764.0
2023,6,3,2023,2023-03,DEPT-04,CONTR,778.5
2023,7,4,2023,2023-04,DEPT-04,CONTR,877.9
2023,8,5,2023,2023-05,DEPT-04,CONTR,1133.7
2023,9,6,2023,2023-06,DEPT-04,CONTR,1111.4
2023,10,7,2023,2023-07,DEPT-04,CONTR,1029.8
2023,11,8,2023,2023-08,DEPT-04,CONTR,1273.2
2023,12,9,2023,2023-09,DEPT-04,CONTR,1424.8
2024,1,10,2023,2023-10,DEPT-04,PERS,4735.2
2024,2,11,2023,2023-11,DEPT-04,PERS,7296.3
2024,3,12,2023,2023-12,DEPT-04,PERS,8712.6
2024,4,1,2024,2024-01,DEPT-04,PERS,9304.5
2024,5,2,2024,2024-02,DEPT-04,PERS,8853.5
2024,6,3,2024,2024-03,DEPT-04,PERS,9681.6
2024,7,4,2024,2024-04,DEPT-04,PERS,11051.2
2024,8,5,2024,2024-05,DEPT-04,PERS,11384.8
2024,9,6,2024,2024-06,DEPT-04,PERS,11285.4
2024,10,7,2024,2024-07,DEPT-04,PERS,11210.8
2024,11,8,2024,2024-08,DEPT-04,PERS,14234.0
2024,12,9,2024,2024-09,DEPT-04,PERS,19320.4
2024,1,10,2023,2023-10,DEPT-04,OPS,2053.7
2024,2,11,2023,2023-11,DEPT-04,OPS,2917.8
2024,3,12,2023,2023-12,DEPT-04,OPS,3367.7
2024,4,1,2024,2024-01,DEPT-04,OPS,3745.1
2024,5,2,2024,2024-02,DEPT-04,OPS,4049.5
2024,6,3,2024,2024-03,DEPT-04,OPS,3813.5
2024,7,4,2024,2024-04,DEPT-04,OPS,3735.2
2024,8,5,2024,2024-05,DEPT-04,OPS,4348.6
2024,9,6,2024,2024-06,DEPT-04,OPS,5135.9
2024,10,7,2024,2024-07,DEPT-04,OPS,5069.8
2024,11,8,2024,2024-08,DEPT-04,OPS,5482.0
2024,12,9,2024,2024-09,DEPT-04,OPS,6252.1
2024,1,10,2023,2023-10,DEPT-04,CAP,1509.6
2024,2,11,2023,2023-11,DEPT-04,CAP,1725.1
2024,3,12,2023,2023-12,DEPT-04,CAP,2030.2
2024,4,1,2024,2024-01,DEPT-04,CAP,2218.9
2024,5,2,2024,2024-02,DEPT-04,CAP,2308.4
2024,6,3,2024,2024-03,DEPT-04,CAP,2307.7
2024,7,4,2024,2024-04,DEPT-04,CAP,2468.1
2024,8,5,2024,2024-05,DEPT-04,CAP,2557.4
2024,9,6,2024,2024-06,DEPT-04,CAP,3384.2
2024,10,7,2024,2024-07,DEPT-04,CAP,3226.6
2024,11,8,2024,2024-08,DEPT-04,CAP,3257.9
2024,12,9,2024,2024-09,DEPT-04,CAP,4425.0
2024,1,10,2023,2023-10,DEPT-04,GRANTS,749.7
2024,2,11,2023,2023-11,DEPT-04,GRANTS,1116.9
2024,3,12,2023,2023-12,DEPT-04,GRANTS,1115.9
2024,4,1,2024,2024-01,DEPT-04,GRANTS,1319.7
2024,5,2,2024,2024-02,DEPT-04,GRANTS,1475.4
2024,6,3,2024,2024-03,DEPT-04,GRANTS,1494.7
2024,7,4,2024,2024-04,DEPT-04,GRANTS,1552.4
2024,8,5,2024,2024-05,DEPT-04,GRANTS,1632.8
2024,9,6,2024,2024-06,DEPT-04,GRANTS,1714.2
2024,10,7,2024,2024-07,DEPT-04,GRANTS,1815.4
2024,11,8,2024,2024-08,DEPT-04,GRANTS,2009.6
2024,12,9,2024,2024-09,DEPT-04,GRANTS,2939.4
2024,1,10,2023,2023-10,DEPT-04,CONTR,543.1
2024,2,11,2023,2023-11,DEPT-04,CONTR,627.5
2024,3,12,2023,2023-12,DEPT-04,CONTR,758.7
2024,4,1,2024,2024-01,DEPT-04,CONTR,927.3
2024,5,2,2024,2024-02,DEPT-04,CONTR,962.5
2024,6,3,2024,2024-03,DEPT-04,CONTR,1017.7
2024,7,4,2024,2024-04,DEPT-04,CONTR,1013.6
2024,8,5,2024,2024-05,DEPT-04,CONTR,1146.0
2024,9,6,2024,2024-06,DEPT-04,CONTR,1097.1
2024,10,7,2024,2024-07,DEPT-04,CONTR,1251.8
2024,11,8,2024,2024-08,DEPT-04,CONTR,1508.8
2024,12,9,2024,2024-09,DEPT-04,CONTR,1888.9
2025,1,10,2024,2024-10,DEPT-04,PERS,6156.5
2025,2,11,2024,2024-11,DEPT-04,PERS,7607.2
2025,3,12,2024,2024-12,DEPT-04,PERS,9734.7
2025,4,1,2025,2025-01,DEPT-04,PERS,11828.4
2025,5,2,2025,2025-02,DEPT-04,PERS,9429.1
2025,6,3,2025,2025-03,DEPT-04,PERS,12142.4
2025,7,4,2025,2025-04,DEPT-04,PERS,11231.0
2025,8,5,2025,2025-05,DEPT-04,PERS,12684.5
2025,9,6,2025,2025-06,DEPT-04,PERS,13693.8
2025,10,7,2025,2025-07,DEPT-04,PERS,15065.3
2025,11,8,2025,2025-08,DEPT-04,PERS,16345.4
2025,12,9,2025,2025-09,DEPT-04,PERS,21541.1
2025,1,10,2024,2024-10,DEPT-04,OPS,2230.0
2025,2,11,2024,2024-11,DEPT-04,OPS,2514.4
2025,3,12,2024,2024-12,DEPT-04,OPS,3575.2
2025,4,1,2025,2025-01,DEPT-04,OPS,3842.4
2025,5,2,2025,2025-02,DEPT-04,OPS,4144.9
2025,6,3,2025,2025-03,DEPT-04,OPS,3631.3
2025,7,4,2025,2025-04,DEPT-04,OPS,4505.9
2025,8,5,2025,2025-05,DEPT-04,OPS,4911.5
2025,9,6,2025,2025-06,DEPT-04,OPS,4512.7
2025,10,7,2025,2025-07,DEPT-04,OPS,5440.1
2025,11,8,2025,2025-08,DEPT-04,OPS,5898.5
2025,12,9,2025,2025-09,DEPT-04,OPS,8613.4
2025,1,10,2024,2024-10,DEPT-04,CAP,1487.4
2025,2,11,2024,2024-11,DEPT-04,CAP,1365.6
2025,3,12,2024,2024-12,DEPT-04,CAP,2233.2
2025,4,1,2025,2025-01,DEPT-04,CAP,1858.2
2025,5,2,2025,2025-02,DEPT-04,CAP,2316.7
2025,6,3,2025,2025-03,DEPT-04,CAP,2469.3
2025,7,4,2025,2025-04,DEPT-04,CAP,2240.7
2025,8,5,2025,2025-05,DEPT-04,CAP,2679.6
2025,9,6,2025,2025-06,DEPT-04,CAP,2697.6
2025,10,7,2025,2025-07,DEPT-04,CAP,3140.8
2025,11,8,2025,2025-08,DEPT-04,CAP,3354.7
