fiscal_year,dept_id,dept_name,category_id,category_name,budget_allocated,actual_spend,is_partial_year,variance_amount,variance_pct,inflation_rate,cola_pct,cpi_index,unemployment_rate,interest_rate_pct,workload_value,authorized_fte,prior_actual_spend,prior_budget_allocated,spend_yoy_growth,rolling3_avg_spend,rolling3_std_spend,execution_rate,prior_execution_rate,rolling3_execution_rate,workload_yoy_growth,spend_per_workload_unit,spend_per_fte,category_share_of_dept,dept_share_of_agency,committed_capital_pipeline,category_id_code,dept_id_code
2024,DEPT-06,Environment & Natural Resources,CONTR,Contracted Services,3751.7,3781.6,False,29.9,0.8,0.0258,0.0224,116.06,4.93,3.31,12092.0,642.3,3720.0,3732.0,0.016559139784946275,2936.933333333333,692.821978096346,1.0079697203934217,0.9967845659163987,0.8834695655797894,-0.001156451346439824,0.3127356930201786,5.887591468161296,0.05694254548958904,0.05136883812451623,0.0,1,5
2025,DEPT-06,Environment & Natural Resources,CONTR,Contracted Services,3626.1,3212.3,False,-413.8,-11.41,0.0229,0.0211,118.71,4.52,3.94,12095.0,628.6,3781.6,3751.7,-0.15054474296594023,3301.7333333333336,778.4158614348337,0.8858829044979455,1.0079697203934217,0.9441372453740516,0.00024809791597757425,0.2655890863993386,5.110244988864142,0.046077072916039116,0.05169587439548259,0.0,1,5
2026,DEPT-06,Environment & Natural Resources,CONTR,Contracted Services,3778.5,2091.9,True,-1686.6,-44.64,0.033,0.0351,122.62,5.48,3.01,12031.0,645.6,3212.3,3626.1,-0.34878436011580494,3571.2999999999997,312.4250150036023,0.5536323938070663,0.8858829044979455,0.9635457302692553,-0.00529144274493587,0.17387582079627628,3.2402416356877324,0.05500744161096415,0.05065642599489565,0.0,1,5
2019,DEPT-06,Environment & Natural Resources,GRANTS,Grants & Subsidies,4868.9,4941.5,False,72.6,1.49,0.0317,0.0265,103.17,4.65,4.63,12541.0,644.4,,,,,,1.014910965515825,,,0.042390491230986704,0.3940275895064189,7.668373680943514,0.08060806357947761,0.05830619952059846,0.0,2,5
2020,DEPT-06,Environment & Natural Resources,GRANTS,Grants & Subsidies,5000.8,4686.5,False,-314.3,-6.28,0.0046,0.0,103.64,4.28,3.12,12566.0,645.9,4941.5,4868.9,-0.05160376403925937,4941.5,,0.9371500559910414,1.014910965515825,1.014910965515825,0.0019934614464556244,0.3729508196721312,7.255767146617123,0.08260580646639627,0.05313511737560568,0.0,2,5
2021,DEPT-06,Environment & Natural Resources,GRANTS,Grants & Subsidies,5368.9,4772.4,False,-596.5,-11.11,0.0278,0.0235,106.52,4.73,4.43,12693.0,664.1,4686.5,5000.8,0.018329243571961973,4814.0,180.31222920256963,0.8888971670174524,0.9371500559910414,0.9760305107534333,0.010106636956867643,0.3759867643583077,7.186267128444511,0.08134726507235754,0.05279507381564298,2951.5,2,5
2022,DEPT-06,Environment & Natural Resources,GRANTS,Grants & Subsidies,5261.8,4987.7,False,-274.1,-5.21,0.0288,0.0344,109.59,4.48,2.47,12403.0,657.0,4772.4,5368.9,0.0451135696923981,4800.133333333333,129.7424500051288,0.9479075601505188,0.8888971670174524,0.9469860628414396,-0.022847238635468337,0.40213657985971135,7.591628614916286,0.08178595322113051,0.0527268704569559,4779.1,2,5
2023,DEPT-06,Environment & Natural Resources,GRANTS,Grants & Subsidies,5521.4,4909.9,False,-611.5,-11.08,0.0324,0.0276,113.14,4.73,3.44,12106.0,652.2,4987.7,5261.8,-0.015598371995108051,4815.533333333333,155.16353738341155,0.8892491034882457,0.9479075601505188,0.9246515943863375,-0.02394581955978392,0.40557574756319176,7.528212204845138,0.07863993388345036,0.05083854216031233,6524.2,2,5
2024,DEPT-06,Environment & Natural Resources,GRANTS,Grants & Subsidies,5643.2,4943.5,False,-699.7,-12.4,0.0258,0.0224,116.06,4.93,3.31,12092.0,642.3,4909.9,5521.4,0.00684331656449233,4890.0,109.02077783615438,0.8760100652112277,0.8892491034882457,0.908684610218739,-0.001156451346439824,0.4088240158782666,7.696559240230423,0.07443819378775741,0.05136883812451623,0.0,2,5
2025,DEPT-06,Environment & Natural Resources,GRANTS,Grants & Subsidies,5998.6,5713.3,False,-285.3,-4.76,0.0229,0.0211,118.71,4.52,3.94,12095.0,628.6,4943.5,5643.2,0.15571963183978976,4947.033333333333,39.0201657266282,0.9524389024105624,0.8760100652112277,0.9043889096166641,0.00024809791597757425,0.47236874741628776,9.08892777601018,0.08195129368091594,0.05169587439548259,0.0,2,5
2026,DEPT-06,Environment & Natural Resources,GRANTS,Grants & Subsidies,5972.7,2916.3,True,-3056.4,-51.17,0.033,0.0351,122.62,5.48,3.01,12031.0,645.6,5713.3,5998.6,-0.4895594490049533,5188.9,454.45435414351647,0.48827163594354317,0.9524389024105624,0.9058993570366786,-0.00529144274493587,0.2423988030920123,4.517193308550186,0.07668540655387673,0.05065642599489565,0.0,2,5
2019,DEPT-06,Environment & Natural Resources,OPS,Operating Expenses,12327.2,11972.9,False,-354.3,-2.87,0.0317,0.0265,103.17,4.65,4.63,12541.0,644.4,,,,,,0.9712586799922123,,,0.042390491230986704,0.9547005820907424,18.57991930477964,0.19530755528295607,0.05830619952059846,0.0,3,5
2020,DEPT-06,Environment & Natural Resources,OPS,Operating Expenses,12230.7,10907.5,False,-1323.2,-10.82,0.0046,0.0,103.64,4.28,3.12,12566.0,645.9,11972.9,12327.2,-0.08898428952050041,11972.9,,0.8918132241000106,0.9712586799922123,0.9712586799922123,0.0019934614464556244,0.8680168709215343,16.887289054033133,0.19225921989378372,0.05313511737560568,0.0,3,5
2021,DEPT-06,Environment & Natural Resources,OPS,Operating Expenses,13430.6,12616.7,False,-813.9,-6.06,0.0278,0.0235,106.52,4.73,4.43,12693.0,664.1,10907.5,12230.7,0.15669951867980747,11440.2,753.3515646761481,0.9393995800634373,0.8918132241000106,0.9315359520461115,0.010106636956867643,0.9939888127314268,18.998193043216382,0.21505616445361106,0.05279507381564298,2951.5,3,5
2022,DEPT-06,Environment & Natural Resources,OPS,Operating Expenses,15710.1,13888.1,False,-1822.0,-11.6,0.0288,0.0344,109.59,4.48,2.47,12403.0,657.0,12616.7,13430.6,0.10077120007608964,11832.366666666667,863.222667295834,0.884023653573179,0.9393995800634373,0.9341571613852201,-0.022847238635468337,1.119737160364428,21.138660578386606,0.22773051645655967,0.0527268704569559,4779.1,3,5
2023,DEPT-06,Environment & Natural Resources,OPS,Operating Expenses,13851.9,14265.8,False,413.9,2.99,0.0324,0.0276,113.14,4.73,3.44,12106.0,652.2,13888.1,15710.1,0.02719594472966058,12470.766666666668,1495.6491879225337,1.029880377421148,0.884023653573179,0.9050788192455422,-0.02394581955978392,1.1784074012886172,21.87335173259736,0.2284896981190098,0.05083854216031233,6524.2,3,5
2024,DEPT-06,Environment & Natural Resources,OPS,Operating Expenses,14763.8,14424.2,False,-339.6,-2.3,0.0258,0.0224,116.06,4.93,3.31,12092.0,642.3,14265.8,13851.9,0.011103478248678744,13590.199999999999,863.9681764972607,0.9769977918963954,1.029880377421148,0.9511012036859214,-0.001156451346439824,1.192871319880913,22.45710727074576,0.21719660055292211,0.05136883812451623,0.0,3,5
2025,DEPT-06,Environment & Natural Resources,OPS,Operating Expenses,13845.4,13056.5,False,-788.9,-5.7,0.0229,0.0211,118.71,4.52,3.94,12095.0,628.6,14424.2,14763.8,-0.09481981669693995,14192.700000000003,275.42423640632234,0.9430207866872752,0.9769977918963954,0.963633940963574,0.00024809791597757425,1.0794956593633733,20.77076041998091,0.1872817926495859,0.05169587439548259,0.0,3,5
2026,DEPT-06,Environment & Natural Resources,OPS,Operating Expenses,15141.9,7794.5,True,-7347.4,-48.52,0.033,0.0351,122.62,5.48,3.01,12031.0,645.6,13056.5,13845.4,-0.40301765404204803,13915.5,748.1199034914152,0.5147636690243629,0.9430207866872752,0.9832996520016062,-0.00529144274493587,0.6478680076469121,12.073265179677819,0.2049598468553277,0.05065642599489565,0.0,3,5
2019,DEPT-06,Environment & Natural Resources,PERS,Personnel & Compensation,37380.2,35862.0,False,-1518.2,-4.06,0.0317,0.0265,103.17,4.65,4.63,12541.0,644.4,,,,,,0.9593849150084806,,,0.042390491230986704,2.8595805757116657,55.65176908752328,0.5849977488793334,0.05830619952059846,0.0,4,5
2020,DEPT-06,Environment & Natural Resources,PERS,Personnel & Compensation,36043.2,32390.7,False,-3652.5,-10.13,0.0046,0.0,103.64,4.28,3.12,12566.0,645.9,35862.0,37380.2,-0.09679605153086834,35862.0,,0.8986632707417767,0.9593849150084806,0.9593849150084806,0.0019934614464556244,2.577646028967054,50.14816535067348,0.570929242614126,0.05313511737560568,0.0,4,5
2021,DEPT-06,Environment & Natural Resources,PERS,Personnel & Compensation,35607.6,33446.8,False,-2160.8,-6.07,0.0278,0.0235,106.52,4.73,4.43,12693.0,664.1,32390.7,36043.2,0.03260503786580715,34126.35,2454.5797695328606,0.9393163257282154,0.8986632707417767,0.9290240928751285,0.010106636956867643,2.6350586937682188,50.36410179189881,0.5701126698143761,0.05279507381564298,2951.5,4,5
2022,DEPT-06,Environment & Natural Resources,PERS,Personnel & Compensation,35103.3,33493.1,False,-1610.2,-4.59,0.0288,0.0344,109.59,4.48,2.47,12403.0,657.0,33446.8,35607.6,0.0013842878840426565,33899.833333333336,1779.441014288849,0.9541296687206045,0.9393163257282154,0.932454837159491,-0.022847238635468337,2.700403128275417,50.97884322678843,0.5492040639634794,0.0527268704569559,4779.1,4,5
2023,DEPT-06,Environment & Natural Resources,PERS,Personnel & Compensation,39745.0,33664.3,False,-6080.7,-15.3,0.0324,0.0276,113.14,4.73,3.44,12106.0,652.2,33493.1,35103.3,0.005111500577731132,33110.200000000004,623.5351714217876,0.8470071707132973,0.9541296687206045,0.9307030883968656,-0.02394581955978392,2.7807946472823395,51.61652867218645,0.539187829942084,0.05083854216031233,6524.2,4,5
2024,DEPT-06,Environment & Natural Resources,PERS,Personnel & Compensation,39990.0,38475.5,False,-1514.5,-3.79,0.0258,0.0224,116.06,4.93,3.31,12092.0,642.3,33664.3,39745.0,0.14291697733206976,33534.73333333334,114.57121511678048,0.962128032008002,0.8470071707132973,0.9134843883873724,-0.001156451346439824,3.1818971220641745,59.90269344543049,0.5793560685912532,0.05136883812451623,0.0,4,5
2025,DEPT-06,Environment & Natural Resources,PERS,Personnel & Compensation,41967.5,39875.0,False,-2092.5,-4.99,0.0229,0.0211,118.71,4.52,3.94,12095.0,628.6,38475.5,39990.0,0.03637379631193882,35210.96666666667,2828.4643843141,0.950139989277417,0.962128032008002,0.9210882904806347,0.00024809791597757425,3.2968168664737494,63.43461660833598,0.5719650351857111,0.05169587439548259,0.0,4,5
2026,DEPT-06,Environment & Natural Resources,PERS,Personnel & Compensation,39775.0,21169.7,True,-18605.3,-46.78,0.033,0.0351,122.62,5.48,3.01,12031.0,645.6,39875.0,41967.5,-0.4690984326018809,37338.26666666666,3257.786574245361,0.5322363293526085,0.950139989277417,0.9197583973329054,-0.00529144274493587,1.7595960435541518,32.79073729863693,0.5566666841969634,0.05065642599489565,0.0,4,5
2019,DEPT-07,Information Technology,CAP,Capital Outlay,12478.9,11338.3,False,-1140.6,-9.14,0.0317,0.0265,103.17,4.65,4.63,19585.0,1050.8,,,,,,0.9085977129394417,,,,0.5789277508297166,10.790159878188048,0.12231967549140181,0.0881629364133833,0.0,0,6
2020,DEPT-07,Information Technology,CAP,Capital Outlay,13941.3,13380.8,False,-560.5,-4.02,0.0046,0.0,103.64,4.28,3.12,20759.0,1077.0,11338.3,12478.9,0.18014164380903663,11338.3,,0.95979571489029,0.9085977129394417,0.9085977129394417,0.059943834567270926,0.6445782552146057,12.42414113277623,0.13725628976783738,0.09130476073448633,0.0,0,6
2021,DEPT-07,Information Technology,CAP,Capital Outlay,14641.9,14386.6,False,-255.3,-1.74,0.0278,0.0235,106.52,4.73,4.43,21947.0,1128.0,13380.8,13941.3,0.07516740404161193,12359.55,1444.2656005735232,0.9825637383126508,0.95979571489029,0.9341967139148659,0.057228190182571526,0.655515560213241,12.754078014184397,0.13037635017630794,0.09930220007521455,0.0,0,6
2022,DEPT-07,Information Technology,CAP,Capital Outlay,14608.8,13793.6,False,-815.2,-5.58,0.0288,0.0344,109.59,4.48,2.47,24084.0,1197.5,14386.6,14641.9,-0.04121891204315131,13035.233333333332,1553.2531871312333,0.9441980176332074,0.9825637383126508,0.9503190553807942,0.0973709390805122,0.5727287825942534,11.51866388308977,0.11617022961003436,0.10265808797051333,0.0,0,6
2023,DEPT-07,Information Technology,CAP,Capital Outlay,16530.2,15515.2,False,-1015.0,-6.14,0.0324,0.0276,113.14,4.73,3.44,26314.0,1241.7,13793.6,14608.8,0.12481150678575581,13853.666666666666,505.5832407559923,0.9385972341532468,0.9441980176332074,0.9621858236120495,0.09259259259259256,0.5896176940031922,12.495127647579931,0.12338808252699353,0.10238768980828715,19121.0,0,6
2024,DEPT-07,Information Technology,CAP,Capital Outlay,18085.8,17949.6,False,-136.2,-0.75,0.0258,0.0224,116.06,4.93,3.31,28432.0,1295.3,15515.2,16530.2,0.15690419717438364,14565.133333333333,874.5754703473731,0.9924692300036493,0.9385972341532468,0.9551196633663683,0.08048947328418343,0.6313168261114237,13.857484752566972,0.13505840747916706,0.1028002525017545,3243.8,0,6
2025,DEPT-07,Information Technology,CAP,Capital Outlay,18450.2,17709.5,False,-740.7,-4.01,0.0229,0.0211,118.71,4.52,3.94,30593.0,1397.1,17949.6,18085.8,-0.013376342648304007,15752.800000000001,2088.1629055224566,0.9598540937225613,0.9924692300036493,0.9584214939300345,0.07600590883511527,0.5788742522799333,12.675900078734522,0.10597206231883712,0.12391948038215429,0.0,0,6
2026,DEPT-07,Information Technology,CAP,Capital Outlay,20655.4,10605.9,True,-10049.5,-48.65,0.033,0.0351,122.62,5.48,3.01,31962.0,1459.2,17709.5,18450.2,-0.40111804398769024,17058.100000000002,1341.5727002290946,0.5134686328998712,0.9598540937225613,0.963640185959819,0.04474879874481097,0.33182842125023465,7.26829769736842,0.11631265874425889,0.12146065440130432,0.0,0,6
2019,DEPT-07,Information Technology,CONTR,Contracted Services,5203.7,5286.7,False,83.0,1.6,0.0317,0.0265,103.17,4.65,4.63,19585.0,1050.8,,,,,,1.0159501892883909,,,-0.3872410988048307,0.26993617564462596,5.03111914731633,0.057033896476578846,0.0881629364133833,0.0,1,6
2020,DEPT-07,Information Technology,CONTR,Contracted Services,5373.0,5500.2,False,127.2,2.37,0.0046,0.0,103.64,4.28,3.12,20759.0,1077.0,5286.7,5203.7,0.040384360754345705,5286.7,,1.0236739251814628,1.0159501892883909,1.0159501892883909,0.059943834567270926,0.2649549592947637,5.106963788300836,0.05641942521979696,0.09130476073448633,0.0,1,6
2021,DEPT-07,Information Technology,CONTR,Contracted Services,5895.1,6140.1,False,245.0,4.16,0.0278,0.0235,106.52,4.73,4.43,21947.0,1128.0,5500.2,5373.0,0.11634122395549262,5393.45,150.9672977833279,1.0415599396108632,1.0236739251814628,1.019812057234927,0.057228190182571526,0.279769444571012,5.4433510638297875,0.055643712045761226,0.09930220007521455,0.0,1,6
2022,DEPT-07,Information Technology,CONTR,Contracted Services,6354.5,6593.9,False,239.4,3.77,0.0288,0.0344,109.59,4.48,2.47,24084.0,1197.5,6140.1,5895.1,0.0739075910815783,5642.333333333333,444.09942955754144,1.037674089228106,1.0415599396108632,1.0270613513602391,0.0973709390805122,0.2737875768144826,5.506388308977035,0.05553407935749952,0.10265808797051333,0.0,1,6
2023,DEPT-07,Information Technology,CONTR,Contracted Services,6623.2,6983.8,False,360.6,5.44,0.0324,0.0276,113.14,4.73,3.44,26314.0,1241.7,6593.9,6354.5,0.05913040840777084,6078.066666666666,549.4825050293537,1.0544449812779322,1.037674089228106,1.034302651340144,0.09259259259259256,0.26540244736642093,5.62438592252557,0.05554022447354964,0.10238768980828715,19121.0,1,6
2024,DEPT-07,Information Technology,CONTR,Contracted Services,7062.0,7380.7,False,318.7,4.51,0.0258,0.0224,116.06,4.93,3.31,28432.0,1295.3,6983.8,6623.2,0.05683152438500527,6572.599999999999,422.2531112970042,1.0451288586802605,1.0544449812779322,1.044559670038967,0.08048947328418343,0.25959130557118737,5.698062224967189,0.05553469648802693,0.1028002525017545,3243.8,1,6
2025,DEPT-07,Information Technology,CONTR,Contracted Services,8405.4,8336.9,False,-68.5,-0.81,0.0229,0.0211,118.71,4.52,3.94,30593.0,1397.1,7380.7,7062.0,0.12955410733399275,6986.133333333334,393.4051897641075,0.9918504770742618,1.0451288586802605,1.0457493097287662,0.07600590883511527,0.27251005131892914,5.967289385154964,0.049887263126904384,0.12391948038215429,0.0,1,6
2026,DEPT-07,Information Technology,CONTR,Contracted Services,8666.1,5246.3,True,-3419.8,-39.46,0.033,0.0351,122.62,5.48,3.01,31962.0,1459.2,8336.9,8405.4,-0.3707133346927515,7567.133333333334,695.5486635263798,0.6053818903543693,0.9918504770742618,1.0304747723441514,0.04474879874481097,0.16414179337963833,3.595326206140351,0.057535060821807246,0.12146065440130432,0.0,1,6
2019,DEPT-07,Information Technology,GRANTS,Grants & Subsidies,8338.6,7940.0,False,-398.6,-4.78,0.0317,0.0265,103.17,4.65,4.63,19585.0,1050.8,,,,,,0.9521982107308181,,,-0.3872410988048307,0.4054123053357161,7.556147696992768,0.08565818715342956,0.0881629364133833,0.0,2,6
2020,DEPT-07,Information Technology,GRANTS,Grants & Subsidies,9417.3,8673.4,False,-743.9,-7.9,0.0046,0.0,103.64,4.28,3.12,20759.0,1077.0,7940.0,8338.6,0.09236775818639797,7940.0,,0.9210070827094815,0.9521982107308181,0.9521982107308181,0.059943834567270926,0.41781396021002937,8.053296193129063,0.0889691725212514,0.09130476073448633,0.0,2,6
2021,DEPT-07,Information Technology,GRANTS,Grants & Subsidies,9348.4,8618.4,False,-730.0,-7.81,0.0278,0.0235,106.52,4.73,4.43,21947.0,1128.0,8673.4,9417.3,-0.006341227200405863,8306.7,518.592113322213,0.9219117709982457,0.9210070827094815,0.9366026467201498,0.057228190182571526,0.39269148402970794,7.640425531914893,0.07810292469099665,0.09930220007521455,0.0,2,6
2022,DEPT-07,Information Technology,GRANTS,Grants & Subsidies,10048.8,8771.5,False,-1277.3,-12.71,0.0288,0.0344,109.59,4.48,2.47,24084.0,1197.5,8618.4,9348.4,0.017764318202914797,8410.6,408.478298077143,0.8728902953586498,0.9219117709982457,0.9317056881461818,0.0973709390805122,0.36420445108785915,7.3248434237995825,0.07387391029349961,0.10265808797051333,0.0,2,6
2023,DEPT-07,Information Technology,GRANTS,Grants & Subsidies,11218.7,9922.3,False,-1296.4,-11.56,0.0324,0.0276,113.14,4.73,3.44,26314.0,1241.7,8771.5,10048.8,0.13119762868380547,8687.766666666666,77.55451845851395,0.8844429390214551,0.8728902953586498,0.905269716355459,0.09259259259259256,0.37707304096678573,7.99089957316582,0.07890929999339923,0.10238768980828715,19121.0,2,6
2024,DEPT-07,Information Technology,GRANTS,Grants & Subsidies,11713.1,11290.8,False,-422.3,-3.61,0.0258,0.0224,116.06,4.93,3.31,28432.0,1295.3,9922.3,11218.7,0.13792165123005762,9104.066666666668,712.733641224637,0.9639463506672016,0.8844429390214551,0.8930816684594501,0.08048947328418343,0.3971159257175014,8.716745155562418,0.08495551249976487,0.1028002525017545,3243.8,2,6
2025,DEPT-07,Information Technology,GRANTS,Grants & Subsidies,13139.1,12999.5,False,-139.6,-1.06,0.0229,0.0211,118.71,4.52,3.94,30593.0,1397.1,11290.8,11713.1,0.15133560066602914,9994.866666666667,1261.2166995934228,0.9893752235693464,0.9639463506672016,0.9070931950157689,0.07600590883511527,0.42491746477952475,9.304631021401475,0.077787844044932,0.12391948038215429,0.0,2,6
2026,DEPT-07,Information Technology,GRANTS,Grants & Subsidies,14091.8,7331.0,True,-6760.8,-47.98,0.033,0.0351,122.62,5.48,3.01,31962.0,1459.2,12999.5,13139.1,-0.43605523289357284,11404.199999999999,1541.7310498267832,0.5202316240650592,0.9893752235693464,0.9459215044193344,0.04474879874481097,0.22936612227019587,5.023985745614035,0.08039752413790079,0.12146065440130432,0.0,2,6
2019,DEPT-07,Information Technology,OPS,Operating Expenses,17653.5,16084.2,False,-1569.3,-8.89,0.0317,0.0265,103.17,4.65,4.63,19585.0,1050.8,,,,,,0.9111054465120232,,,-0.3872410988048307,0.8212509573653306,15.306623524933386,0.17351932163894104,0.0881629364133833,0.0,3,6
2020,DEPT-07,Information Technology,OPS,Operating Expenses,22185.0,20723.5,False,-1461.5,-6.59,0.0046,0.0,103.64,4.28,3.12,20759.0,1077.0,16084.2,17653.5,0.2884383432188109,16084.2,,0.9341221546089701,0.9111054465120232,0.9111054465120232,0.059943834567270926,0.998289898357339,19.241875580315693,0.21257553517007788,0.09130476073448633,0.0,3,6
2021,DEPT-07,Information Technology,OPS,Operating Expenses,25738.7,24363.0,False,-1375.7,-5.34,0.0278,0.0235,106.52,4.73,4.43,21947.0,1128.0,20723.5,22185.0,0.17562187854368227,18403.85,3280.4804899587507,0.9465513021248159,0.9341221546089701,0.9226138005604967,0.057228190182571526,1.1100833826946734,21.59840425531915,0.220785941038563,0.09930220007521455,0.0,3,6
2022,DEPT-07,Information Technology,OPS,Operating Expenses,23836.7,21236.1,False,-2600.6,-10.91,0.0288,0.0344,109.59,4.48,2.47,24084.0,1197.5,24363.0,25738.7,-0.1283462627755203,20390.233333333334,4149.449645836582,0.8908993275075827,0.9465513021248159,0.930592967748603,0.0973709390805122,0.881751370204285,17.73369519832985,0.17885125079904088,0.10265808797051333,0.0,3,6
2023,DEPT-07,Information Technology,OPS,Operating Expenses,25692.4,24135.0,False,-1557.4,-6.06,0.0324,0.0276,113.14,4.73,3.44,26314.0,1241.7,21236.1,23836.7,0.13650811589698675,22107.533333333336,1970.0347974930144,0.9393828525166975,0.8908993275075827,0.9238575947471229,0.09259259259259256,0.9171923690810975,19.437062092292823,0.1919389612630832,0.10238768980828715,19121.0,3,6
2024,DEPT-07,Information Technology,OPS,Operating Expenses,29093.7,26754.0,False,-2339.7,-8.04,0.0258,0.0224,116.06,4.93,3.31,28432.0,1295.3,24135.0,25692.4,0.10851460534493484,23244.7,1743.23018273549,0.9195805277431196,0.9393828525166975,0.9256111607163654,0.08048947328418343,0.9409819921215532,20.654674592758436,0.20130546829442636,0.1028002525017545,3243.8,3,6
2025,DEPT-07,Information Technology,OPS,Operating Expenses,31843.9,30044.6,False,-1799.3,-5.65,0.0229,0.0211,118.71,4.52,3.94,30593.0,1397.1,26754.0,29093.7,0.12299469238244742,24041.7,2760.1329261468563,0.9434962426084744,0.9195805277431196,0.9166209025891332,0.07600590883511527,0.9820743307292518,21.504974590222606,0.17978419625311462,0.12391948038215429,0.0,3,6
2026,DEPT-07,Information Technology,OPS,Operating Expenses,33454.1,16807.2,True,-16646.9,-49.76,0.033,0.0351,122.62,5.48,3.01,31962.0,1459.2,30044.6,31843.9,-0.4405916537414377,26977.866666666665,2961.153534238529,0.5023958199443417,0.9434962426084744,0.9341532076227638,0.04474879874481097,0.5258494462173832,11.518092105263158,0.18432100227670525,0.12146065440130432,0.0,3,6
2019,DEPT-07,Information Technology,PERS,Personnel & Compensation,56322.8,52044.8,False,-4278.0,-7.6,0.0317,0.0265,103.17,4.65,4.63,19585.0,1050.8,,,,,,0.9240449693552167,,,-0.3872410988048307,2.657380648455451,49.52874000761325,0.5614689192396488,0.0881629364133833,0.0,4,6
2020,DEPT-07,Information Technology,PERS,Personnel & Compensation,58105.3,49209.8,False,-8895.5,-15.31,0.0046,0.0,103.64,4.28,3.12,20759.0,1077.0,52044.8,56322.8,-0.05447230078701426,52044.8,,0.846907252866778,0.9240449693552167,0.9240449693552167,0.059943834567270926,2.370528445493521,45.69155060352832,0.5047795773210364,0.09130476073448633,0.0,4,6
2021,DEPT-07,Information Technology,PERS,Personnel & Compensation,60352.4,56838.6,False,-3513.8,-5.82,0.0278,0.0235,106.52,4.73,4.43,21947.0,1128.0,49209.8,58105.3,0.1550260314002494,50627.3,2004.6477246638622,0.9417786202371404,0.846907252866778,0.8854761111109974,0.057228190182571526,2.5898118193830593,50.388829787234044,0.5150910720483712,0.09930220007521455,0.0,4,6
2022,DEPT-07,Information Technology,PERS,Personnel & Compensation,71096.1,68341.0,False,-2755.1,-3.88,0.0288,0.0344,109.59,4.48,2.47,24084.0,1197.5,56838.6,60352.4,0.2023695164905539,52697.73333333334,3856.084648102698,0.9612482259927055,0.9417786202371404,0.904243614153045,0.0973709390805122,2.83761003155622,57.069728601252606,0.5755705299399255,0.10265808797051333,0.0,4,6
2023,DEPT-07,Information Technology,PERS,Personnel & Compensation,73357.1,69186.8,False,-4170.3,-5.68,0.0324,0.0276,113.14,4.73,3.44,26314.0,1241.7,68341.0,71096.1,0.012376172429434895,58129.80000000001,9630.737325874896,0.9431506970695406,0.9612482259927055,0.9166446996988746,0.09259259259259256,2.629277190848978,55.719416928404605,0.5502234317429744,0.10238768980828715,19121.0,4,6
2024,DEPT-07,Information Technology,PERS,Personnel & Compensation,81337.6,69527.4,False,-11810.2,-14.52,0.0258,0.0224,116.06,4.93,3.31,28432.0,1295.3,69186.8,73357.1,0.004922904369041303,64788.80000000001,6898.05077105119,0.8548002399874104,0.9431506970695406,0.9487258477664621,0.08048947328418343,2.4453925154755205,53.67667721763298,0.5231459152386148,0.1028002525017545,3243.8,4,6
2025,DEPT-07,Information Technology,PERS,Personnel & Compensation,93981.7,98024.3,False,4042.6,4.3,0.0229,0.0211,118.71,4.52,3.94,30593.0,1397.1,69527.4,81337.6,0.40986575076876175,69018.40000000001,610.8642729771038,1.0430147571282495,0.8548002399874104,0.9197330543498855,0.07600590883511527,3.204141470270977,70.16269415217236,0.586568634256212,0.12391948038215429,0.0,4,6
2026,DEPT-07,Information Technology,PERS,Personnel & Compensation,100501.6,51194.0,True,-49307.6,-49.06,0.033,0.0351,122.62,5.48,3.01,31962.0,1459.2,98024.3,93981.7,-0.47774174362887567,78912.83333333333,16551.891756029974,0.5093849252151209,1.0430147571282495,0.9469885647284002,0.04474879874481097,1.6017145360115137,35.08360745614035,0.5614337540193279,0.12146065440130432,0.0,4,6
2019,DEPT-08,Parks & Recreation,CAP,Capital Outlay,5030.2,4851.8,False,-178.4,-3.55,0.0317,0.0265,103.17,4.65,4.63,2213893.0,419.4,,,,,,0.9645342133513579,,,,0.002191524161285121,11.568431092036244,0.12166791215074202,0.037928114878320617,0.0,0,7
2020,DEPT-08,Parks & Recreation,CAP,Capital Outlay,5301.5,5091.6,False,-209.9,-3.96,0.0046,0.0,103.64,4.28,3.12,2251806.0,423.6,4851.8,5030.2,0.049424955686549366,4851.8,,0.960407431858908,0.9645342133513579,0.9645342133513579,0.017125037208211902,0.0022611184089570773,12.019830028328611,0.13465139157754438,0.03541498238860163,0.0,0,7
2021,DEPT-08,Parks & Recreation,CAP,Capital Outlay,5077.6,4508.5,False,-569.1,-11.21,0.0278,0.0235,106.52,4.73,4.43,2309305.0,421.1,5091.6,5301.5,-0.11452195773430751,4971.700000000001,169.5642061285339,0.887919489522609,0.960407431858908,0.962470822605133,0.02553461532654233,0.0019523189877473958,10.706483020660174,0.11914231276409636,0.03405379901443556,6700.4,0,7
2022,DEPT-08,Parks & Recreation,CAP,Capital Outlay,4975.4,5044.8,False,69.4,1.39,0.0288,0.0344,109.59,4.48,2.47,2406078.0,432.9,4508.5,5077.6,0.11895308861040266,4817.3,293.0769352917423,1.0139486272460507,0.887919489522609,0.9376203782442917,0.0419056815795229,0.002096690132240102,11.653499653499654,0.1227487067686004,0.03553345355174154,19499.6,0,7
